route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
3M,135553:301373,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,06:25:00,06:44:00,0 min,7.26,19.0,17.08685714285714,427.3645714285728,3296,-1.743,3.856749311294766,Waterfront Terminal,7.26,06:44:00
3M,135687:299217,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,07:00:00,07:29:00,16.0 min,7.828,29.0,13.095253333333323,195.80785777777743,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,07:20:00
3M,135571:300291,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,07:30:00,07:59:00,1.0 min,8.491,29.0,13.818049261083749,266.3142237860674,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,07:40:00
3M,135705:300033,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,08:00:00,08:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,08:20:00
3M,135585:300370,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,08:30:00,08:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,08:40:00
3M,135722:301285,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,09:00:00,09:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,09:20:00
3M,135599:300987,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,09:30:00,09:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,09:40:00
3M,135378:300796,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,10:00:00,10:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,10:20:00
3M,135349:299606,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,10:30:00,10:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,10:40:00
3M,135382:300792,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,11:00:00,11:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,11:20:00
3M,135353:299884,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,11:30:00,11:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,11:40:00
3M,135386:300458,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,12:00:00,12:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,12:20:00
3M,135357:299306,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,12:30:00,12:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,12:40:00
