route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
3M,135672:300617,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,06:10:00,06:29:00,0 min,7.179,19.0,17.17984000000001,330.57536000000056,3276,-1.562,3.482379161443098,City Hall Terminal,7.179,06:29:00
3M,135559:299410,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,06:45:00,07:14:00,16.0 min,8.491,29.0,13.818049261083749,266.3142237860674,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,07:14:00
3M,135693:300847,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,07:15:00,07:44:00,1.0 min,7.828,29.0,13.095253333333323,195.80785777777743,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,07:44:00
3M,135573:299783,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,07:45:00,08:14:00,1.0 min,8.491,29.0,13.818049261083766,266.3142237860649,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,08:14:00
3M,135710:300327,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,08:15:00,08:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,08:44:00
3M,135587:299674,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,08:45:00,09:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,09:14:00
3M,135728:301656,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,09:15:00,09:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,09:44:00
3M,135601:301583,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,09:45:00,10:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,10:14:00
3M,135379:301248,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,10:15:00,10:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,10:44:00
3M,135350:301637,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,10:45:00,11:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,11:14:00
3M,135383:301008,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,11:15:00,11:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,11:44:00
3M,135354:299965,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,11:45:00,12:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,12:14:00
3M,135387:299785,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,12:15:00,12:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,12:44:00
3M,135358:299381,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,12:45:00,13:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,13:14:00
3M,135391:299115,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,13:15:00,13:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,13:44:00
3M,135362:301738,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,13:45:00,14:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,14:14:00
3M,135395:299987,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,14:15:00,14:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,14:44:00
3M,135366:299278,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,14:45:00,15:14:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,15:14:00
3M,135399:299883,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,15:15:00,15:44:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,15:44:00
3M,135370:301494,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,15:45:00,16:14:00,1.0 min,8.491,29.0,13.818049261083768,266.31422378606885,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,16:14:00
3M,135403:301752,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,16:15:00,16:44:00,1.0 min,7.828,29.0,13.095253333333284,195.807857777776,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,16:44:00
3M,135374:299897,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,16:45:00,17:14:00,1.0 min,8.491,29.0,13.818049261083678,266.3142237860655,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,17:14:00
3M,135407:301378,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,17:15:00,17:39:00,1.0 min,7.828,24.0,15.887817142857124,382.29007673470113,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,17:39:00
3M,135377:299399,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,17:40:00,18:02:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,18:02:00
3M,135419:301045,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,18:03:00,18:24:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3276,-1.562,3.482379161443098,City Hall Terminal,7.179,18:24:00
3M,135425:300369,MEMORIAL to Waterfront,City Hall Terminal,Waterfront Terminal,18:48:00,19:08:00,24.0 min,7.26,20.0,16.141714285714315,396.8868571428572,3179,-1.743,3.856749311294766,Waterfront Terminal,7.26,19:08:00
3M,135428:300264,MEMORIAL to City Hall,Waterfront Terminal,City Hall Terminal,19:10:00,19:29:00,2.0 min,7.179,19.0,17.179840000000056,330.5753599999939,3126,-1.562,3.482379161443098,City Hall Terminal,7.179,19:29:00
3M,135426:299589,MEMORIAL to Waterfront,City Hall Terminal,Waterfront Terminal,19:33:00,19:55:00,4.0 min,7.26,22.0,15.640000000000018,468.5028571428533,3179,-1.743,3.856749311294766,Waterfront Terminal,7.26,19:55:00
3M,135429:299919,MEMORIAL to City Hall,Waterfront Terminal,City Hall Terminal,19:55:00,20:16:00,0.0 min,7.179,21.0,16.177051428571488,448.0743444897983,3126,-1.562,3.482379161443098,City Hall Terminal,7.179,20:16:00
