route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
3C,135670:301733,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,06:05:00,06:21:00,0 min,7.169,16.0,17.055771428571425,396.97371428571546,3168,-2.979,4.882131399079369,-,0.0,-
3C,135539:303445,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,06:24:00,06:40:00,3.0 min,7.985,16.0,18.361548387096764,496.5739354838698,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,06:40:00
3C,135688:300783,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,07:00:00,07:18:00,20.0 min,7.169,18.0,15.988342857142856,458.9622857142856,3168,-2.979,4.882131399079369,-,0.0,-
3C,135541:303397,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,07:23:00,07:39:00,5.0 min,7.985,16.0,18.36154838709677,496.5739354838692,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,07:39:00
3C,135706:300669,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,08:00:00,08:20:00,21.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
3C,135543:299322,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,08:21:00,08:40:00,1.0 min,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,08:40:00
3C,135723:299646,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,09:00:00,09:20:00,20.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
3C,135545:301063,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,09:21:00,09:40:00,1.0 min,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,09:40:00
3C,135000:300554,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,10:00:00,10:20:00,20.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
3C,134984:303230,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,10:21:00,10:37:00,1.0 min,7.985,16.0,18.36154838709675,496.5739354838716,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,10:37:00
3C,135002:301579,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,11:00:00,11:20:00,23.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
3C,134986:299618,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,11:21:00,11:40:00,1.0 min,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,11:40:00
3C,135004:301119,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,12:00:00,12:20:00,20.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
3C,134988:301076,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,12:21:00,12:40:00,1.0 min,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,3.8822792736380713,Waterfront Terminal,7.985,12:40:00
3C,135006:301430,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,13:00:00,13:20:00,20.0 min,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,4.882131399079369,-,0.0,-
