trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
134079:304183,304183,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,06:05:00,06:21:00,-3.904,16.0,7.655,21.308285714285716,751.7760000000007,3.6577400391900716,-,0.0,-
134050:299259,299259,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,06:21:00,06:33:00,-3.839,12.0,5.412,17.946666666666662,530.4133333333348,4.434589800443459,Waterfront Terminal,5.412,06:33:00
134080:304074,304074,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,06:45:00,07:01:00,-3.904,16.0,7.655,21.308285714285716,751.7759999999997,3.6577400391900716,-,0.0,-
134051:301420,301420,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,07:01:00,07:13:00,-3.839,12.0,5.412,17.946666666666665,530.4133333333349,4.434589800443459,Waterfront Terminal,5.412,07:13:00
134081:304083,304083,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,07:25:00,07:41:00,-3.904,16.0,7.655,21.30828571428572,751.7760000000028,3.6577400391900716,-,0.0,-
134052:299538,299538,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,07:41:00,07:53:00,-3.839,12.0,5.412,17.94666666666667,530.4133333333328,4.434589800443459,Waterfront Terminal,5.412,07:53:00
134082:304323,304323,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,08:05:00,08:21:00,-3.904,16.0,7.655,21.30828571428575,751.7759999999988,3.6577400391900716,-,0.0,-
134053:300005,300005,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,08:21:00,08:33:00,-3.839,12.0,5.412,17.946666666666648,530.4133333333374,4.434589800443459,Waterfront Terminal,5.412,08:33:00
134083:304350,304350,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,08:45:00,09:01:00,-3.904,16.0,7.655,21.308285714285685,751.7760000000033,3.6577400391900716,-,0.0,-
134054:299862,299862,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,09:01:00,09:13:00,-3.839,12.0,5.412,17.94666666666669,530.4133333333336,4.434589800443459,Waterfront Terminal,5.412,09:13:00
134084:303895,303895,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,09:25:00,09:41:00,-3.904,16.0,7.655,21.30828571428573,751.7759999999975,3.6577400391900716,-,0.0,-
134055:300486,300486,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,09:41:00,09:53:00,-3.839,12.0,5.412,17.946666666666673,530.4133333333319,4.434589800443459,Waterfront Terminal,5.412,09:53:00
134085:304472,304472,HUDSON to Shuniah St.,7,3252,Waterfront Terminal,Shuniah & Erie,10:00:00,10:16:00,-3.904,16.0,7.655,21.308285714285685,751.7760000000033,3.6577400391900716,-,0.0,-
134056:300683,300683,HUDSON to Waterfront,7,3172,Shuniah & Erie,Waterfront Terminal,10:16:00,10:28:00,-3.839,12.0,5.412,17.94666666666669,530.4133333333336,4.434589800443459,Waterfront Terminal,5.412,10:28:00
