route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
3C,135670:301733,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,06:05:00,06:21:00,0 min,0.5933832190821591,4.253964297599998,90,84.682544628,7.169,16.0,17.055771428571425,396.97371428571546,3168,-2.979,no,0.0
3C,135539:303445,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,06:24:00,06:40:00,3.0 min,0.37536258573535003,2.99727024709677,90,86.25341219112904,7.985,16.0,18.361548387096764,496.5739354838698,3271,-3.24,yes,7.985
3C,135688:300783,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,07:00:00,07:18:00,20.0 min,0.5967112190821591,4.277822729599998,90,84.652721588,7.169,18.0,15.988342857142856,458.9622857142856,3168,-2.979,no,0.0
3C,135541:303397,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,07:23:00,07:39:00,5.0 min,0.3753625857353501,2.9972702470967705,90,86.25341219112903,7.985,16.0,18.36154838709677,496.5739354838692,3271,-3.24,yes,7.985
3C,135706:300669,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,08:00:00,08:20:00,21.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,135543:299322,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,08:21:00,08:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135723:299646,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,09:00:00,09:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,135545:301063,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,09:21:00,09:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135000:300554,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,10:00:00,10:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134984:303230,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,10:21:00,10:37:00,1.0 min,0.3753625857353499,2.997270247096769,90,86.25341219112904,7.985,16.0,18.36154838709675,496.5739354838716,3271,-3.24,yes,7.985
3C,135002:301579,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,11:00:00,11:20:00,23.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134986:299618,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,11:21:00,11:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135004:301119,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,12:00:00,12:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134988:301076,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,12:21:00,12:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135006:301430,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,13:00:00,13:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134990:299921,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,13:21:00,13:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135008:300982,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,14:00:00,14:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134992:299767,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,14:21:00,14:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135010:300366,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,15:00:00,15:20:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134994:299267,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,15:21:00,15:40:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135012:300646,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,16:00:00,16:20:00,20.0 min,0.5997032190821588,4.299272377599997,90,84.62590952800001,7.169,20.0,14.872914285714256,399.4240000000065,3168,-2.979,no,0.0
3C,134996:300138,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,16:21:00,16:40:00,1.0 min,0.3825793599288991,3.0548961890322595,90,86.18137976370967,7.985,19.0,17.078230414746614,389.71668729427455,3271,-3.24,yes,7.985
3C,135014:299816,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,17:00:00,17:20:00,20.0 min,0.5997032190821588,4.299272377599997,90,84.62590952800001,7.169,20.0,14.872914285714256,399.4240000000065,3168,-2.979,no,0.0
3C,134998:300470,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,17:21:00,17:40:00,1.0 min,0.3825793599288991,3.0548961890322595,90,86.18137976370967,7.985,19.0,17.078230414746614,389.71668729427455,3271,-3.24,yes,7.985
3C,135016:304460,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,18:03:00,18:20:00,23.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135018:301051,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,18:24:00,18:43:00,4.0 min,0.3819651663805104,3.049991853548376,90,86.18751018306453,7.985,19.0,16.99048847926252,436.6844292297508,3271,-3.24,yes,7.985
3C,135019:303894,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,18:48:00,19:05:00,5.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135017:303280,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,19:09:00,19:25:00,4.0 min,0.37536258573534886,2.9972702470967607,90,86.25341219112904,7.985,16.0,18.3615483870966,496.5739354838664,3271,-3.24,yes,7.985
3C,135021:304263,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,19:33:00,19:50:00,8.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135029:303018,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,19:54:00,20:10:00,4.0 min,0.37536258573534886,2.9972702470967607,90,86.25341219112904,7.985,16.0,18.3615483870966,496.5739354838664,3271,-3.24,yes,7.985
3C,135024:304220,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,20:18:00,20:35:00,8.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135026:303446,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,20:39:00,20:55:00,4.0 min,0.37536258573534886,2.9972702470967607,90,86.25341219112904,7.985,16.0,18.3615483870966,496.5739354838664,3271,-3.24,yes,7.985
3C,135025:304509,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,21:03:00,21:20:00,8.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135022:303201,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,21:27:00,21:43:00,7.0 min,0.3753625857353499,2.997270247096769,90,86.25341219112904,7.985,16.0,18.36154838709675,496.5739354838743,3271,-3.24,yes,7.985
3C,135027:303900,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,21:48:00,22:05:00,5.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135028:303034,COUNTY PARK to Waterfront,Castlegreen & Superiorview,Waterfront Terminal,22:12:00,22:28:00,7.0 min,0.3753625857353499,2.997270247096769,90,86.25341219112904,7.985,16.0,18.36154838709675,496.5739354838743,3269,-3.24,yes,7.985
3C,135023:303843,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,22:33:00,22:50:00,5.0 min,0.592639219082159,4.248630561599998,90,84.689211798,7.169,17.0,16.178057142857142,316.6994285714264,3168,-2.979,no,0.0
3C,135020:303617,COUNTY PARK to Waterfront,Castlegreen & Superiorview,Waterfront Terminal,22:54:00,23:10:00,4.0 min,0.37536258573534886,2.9972702470967607,90,86.25341219112904,7.985,16.0,18.3615483870966,496.5739354838664,3269,-3.24,yes,7.985
