route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
3M,135548:300726,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,06:10:00,06:29:00,0 min,0.9482319118457299,6.884163679999999,90,81.3947954,7.26,19.0,17.08685714285714,427.3645714285728,3175,-1.743,yes,7.26
3M,135684:300583,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,06:45:00,07:14:00,16.0 min,0.9581957360313401,7.50075622165333,90,80.62405472293334,7.828,29.0,13.095253333333323,195.80785777777743,3278,-1.562,no,0.0
3M,135566:299932,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,07:15:00,07:44:00,1.0 min,0.9228551117572764,7.8359627539310335,90,80.2050465575862,8.491,29.0,13.818049261083749,266.3142237860674,3281,-1.743,yes,8.491
3M,135702:301139,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,07:45:00,08:14:00,1.0 min,0.9581957360313402,7.500756221653331,90,80.62405472293334,7.828,29.0,13.095253333333336,195.8078577777776,3278,-1.562,no,0.0
3M,135580:300712,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,08:15:00,08:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135719:299729,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,08:45:00,09:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135594:300374,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,09:15:00,09:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135618:299265,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,09:45:00,10:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135348:301540,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,10:15:00,10:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135381:300701,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,10:45:00,11:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135352:300200,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,11:15:00,11:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135385:299631,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,11:45:00,12:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135356:301333,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,12:15:00,12:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135389:299288,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,12:45:00,13:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135360:301628,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,13:15:00,13:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135393:299908,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,13:45:00,14:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135364:299339,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,14:15:00,14:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135397:299999,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,14:45:00,15:14:00,1.0 min,0.9581957360313403,7.500756221653332,90,80.62405472293334,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,no,0.0
3M,135368:301419,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,15:15:00,15:44:00,1.0 min,0.9228551117572766,7.835962753931035,90,80.2050465575862,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,yes,8.491
3M,135401:301065,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,15:45:00,16:14:00,1.0 min,0.9581957360313405,7.500756221653333,90,80.62405472293334,7.828,29.0,13.095253333333382,195.80785777777623,3278,-1.562,no,0.0
3M,135372:300404,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,16:15:00,16:44:00,1.0 min,0.9228551117572759,7.835962753931029,90,80.20504655758621,8.491,29.0,13.818049261083678,266.3142237860655,3281,-1.743,yes,8.491
3M,135405:300414,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,16:45:00,17:14:00,1.0 min,0.9581957360313398,7.500756221653328,90,80.62405472293334,7.828,29.0,13.095253333333284,195.807857777776,3278,-1.562,no,0.0
3M,135376:301129,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,17:15:00,17:44:00,1.0 min,0.9228551117572759,7.835962753931029,90,80.20504655758621,8.491,29.0,13.818049261083678,266.3142237860655,3281,-1.743,yes,8.491
3M,135409:299212,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,17:45:00,18:14:00,1.0 min,0.9581957360313398,7.500756221653328,90,80.62405472293334,7.828,29.0,13.095253333333284,195.807857777776,3278,-1.562,no,0.0
3M,135423:303465,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,18:25:00,18:43:00,11.0 min,0.9425359118457302,6.842810720000001,90,81.4464866,7.26,18.0,17.044571428571462,481.915428571435,3175,-1.743,yes,7.26
3M,135416:299896,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,18:48:00,19:09:00,5.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,no,0.0
3M,135411:300610,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,19:10:00,19:32:00,1.0 min,0.9543039118457295,6.9282463999999955,90,81.33969200000001,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,yes,7.26
3M,135413:299445,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,19:33:00,19:54:00,1.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,no,0.0
3M,135421:301152,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,19:55:00,20:17:00,1.0 min,0.9543039118457295,6.9282463999999955,90,81.33969200000001,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,yes,7.26
3M,135410:300060,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,20:18:00,20:39:00,1.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,no,0.0
3M,135418:300812,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,20:40:00,21:02:00,1.0 min,0.9543039118457295,6.9282463999999955,90,81.33969200000001,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,yes,7.26
3M,135420:300124,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,21:03:00,21:24:00,1.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,no,0.0
3M,135415:301795,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,21:25:00,21:47:00,1.0 min,0.9543039118457295,6.9282463999999955,90,81.33969200000001,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,yes,7.26
3M,135417:299291,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,21:48:00,22:09:00,1.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,no,0.0
3M,135412:299827,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,22:10:00,22:32:00,1.0 min,0.9543039118457295,6.9282463999999955,90,81.33969200000001,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,yes,7.26
3M,135414:299198,MEMORIAL to City Hall,Waterfront Terminal,City Hall Terminal,22:33:00,22:54:00,1.0 min,0.9735238926647163,6.988928025439998,90,81.2638399682,7.179,21.0,16.177051428571424,448.0743444897991,3126,-1.562,no,0.0
