route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
3C,135678:301497,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,06:30:00,06:48:00,0 min,0.5967112190821591,4.277822729599998,90,84.652721588,7.169,18.0,15.988342857142856,458.9622857142856,3168,-2.979,no,0.0
3C,135540:303287,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,06:53:00,07:09:00,5.0 min,0.3753625857353501,2.9972702470967705,90,86.25341219112903,7.985,16.0,18.36154838709677,496.5739354838692,3271,-3.24,yes,7.985
3C,135697:300016,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,07:30:00,07:50:00,21.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714296,399.4239999999991,3168,-2.979,no,0.0
3C,135542:299214,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,07:51:00,08:10:00,1.0 min,0.3825793599288985,3.054896189032255,90,86.18137976370969,7.985,19.0,17.078230414746535,389.71668729427375,3271,-3.24,yes,7.985
3C,135715:301415,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,08:30:00,08:50:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,135544:301575,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,08:51:00,09:10:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135732:301070,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,09:30:00,09:50:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,135546:299462,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,09:51:00,10:10:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
3C,135001:301100,COUNTY PARK to Castlegreen Dr,Waterfront Terminal,Castlegreen & Superiorview,10:30:00,10:50:00,20.0 min,0.5997032190821591,4.299272377599998,90,84.62590952800001,7.169,20.0,14.872914285714293,399.4240000000003,3168,-2.979,no,0.0
3C,134985:300985,COUNTY PARK to Northwood,Castlegreen & Superiorview,Waterfront Terminal,10:51:00,11:10:00,1.0 min,0.38257935992889835,3.0548961890322537,90,86.18137976370969,7.985,19.0,17.078230414746514,389.7166872942724,3271,-3.24,yes,7.985
