arrival_time,speed
18:03:00,15.0
18:04:00,16.200000000000003
18:05:00,21.960000000000008
18:07:00,6.840000000000252
18:11:00,34.43999999999999
18:12:00,30.239999999999974
18:16:00,15.160000000000592
18:18:00,12.120000000000491
18:21:00,21.12000000000002
18:24:00,23.840000000000902
18:26:00,30.00000000000114
18:29:00,47.400000000000006
18:31:00,32.76000000000002
18:33:00,9.88000000000037
18:34:00,22.440000000000037
18:48:00,36.0
18:49:00,16.200000000000003
18:50:00,21.960000000000008
18:52:00,22.08000000000002
18:56:00,35.39999999999999
18:57:00,12.480000000000484
19:01:00,15.160000000000592
19:03:00,25.31999999999993
19:06:00,21.12000000000002
19:09:00,23.840000000000902
19:11:00,30.00000000000114
19:14:00,47.400000000000006
19:16:00,23.2800000000001
19:18:00,9.88000000000037
19:19:00,22.440000000000037
19:33:00,0.0
19:34:00,15.359999999999989
19:35:00,21.960000000000008
19:37:00,22.08000000000002
19:41:00,34.43999999999999
19:42:00,12.480000000000484
19:45:00,45.48000000000005
19:47:00,25.31999999999993
19:51:00,21.12000000000002
19:54:00,23.160000000000007
19:56:00,30.00000000000114
19:59:00,47.400000000000006
20:01:00,23.2800000000001
20:03:00,19.800000000000004
20:04:00,22.440000000000037
20:18:00,36.0
20:19:00,8.200000000000312
20:20:00,21.960000000000008
20:22:00,22.08000000000002
20:26:00,5.159999999999791
20:27:00,30.239999999999974
20:30:00,45.48000000000005
20:32:00,25.31999999999993
20:36:00,21.12000000000002
20:39:00,23.160000000000007
20:41:00,30.00000000000114
20:44:00,7.319999999999702
20:46:00,40.31999999999993
20:48:00,9.88000000000037
20:49:00,22.440000000000037
21:03:00,36.0
21:04:00,16.200000000000003
21:05:00,21.960000000000008
21:07:00,22.08000000000002
21:11:00,5.159999999999791
21:12:00,30.239999999999974
21:15:00,40.2
21:16:00,36.3600000000001
21:20:00,21.12000000000002
21:23:00,23.840000000000902
21:25:00,29.99999999999688
21:28:00,7.320000000000326
21:30:00,23.2800000000001
21:32:00,9.879999999998969
21:33:00,9.360000000000356
21:48:00,15.0
21:49:00,20.160000000000004
21:50:00,21.960000000000008
21:52:00,6.840000000000252
21:56:00,35.39999999999999
21:57:00,12.480000000000484
22:00:00,40.2
22:01:00,11.520000000000412
22:05:00,21.12000000000002
22:08:00,24.599999999999994
22:10:00,29.99999999999688
22:13:00,47.400000000000006
22:15:00,40.31999999999993
22:17:00,9.879999999998969
22:18:00,22.440000000000037
22:33:00,0.0
22:34:00,20.160000000000004
22:35:00,21.960000000000008
22:37:00,22.08000000000002
22:41:00,5.159999999999791
22:42:00,30.239999999999974
22:45:00,15.160000000000592
22:46:00,36.3600000000001
22:50:00,21.12000000000002
22:53:00,23.840000000000902
22:55:00,29.99999999999688
22:58:00,47.400000000000006
23:00:00,40.31999999999993
23:02:00,9.879999999998969
23:03:00,22.440000000000037
