trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
135671:304011,304011,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,06:05:00,06:18:00,-3.3,13.0,5.041,17.802545454545456,663.7701818181835,4.364213449712358,-,0.0,-
135639:304857,304857,JOHN to Waterfront,11,3318,Windsor & Junot,Waterfront Terminal,06:18:00,06:30:00,-3.258,12.0,5.837,19.568363636363628,426.3534545454566,3.7690594483467534,Waterfront Terminal,5.837,06:30:00
135682:303956,303956,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,06:35:00,06:48:00,-3.3,13.0,5.041,17.802545454545456,663.7701818181835,4.364213449712358,-,0.0,-
135640:304756,304756,JOHN to Waterfront,11,3318,Windsor & Junot,Waterfront Terminal,06:48:00,07:00:00,-3.258,12.0,5.837,19.568363636363628,426.3534545454566,3.7690594483467534,Waterfront Terminal,5.837,07:00:00
135690:304282,304282,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,07:00:00,07:14:00,-3.3,14.0,5.041,17.17709090909091,690.0683636363643,4.364213449712358,-,0.0,-
135641:305195,305195,JOHN to Waterfront,11,3318,Windsor & Junot,Waterfront Terminal,07:15:00,07:29:00,-3.258,14.0,5.837,18.3269090909091,546.0858181818178,3.7690594483467534,Waterfront Terminal,5.837,07:29:00
135699:303163,303163,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,07:30:00,07:45:00,-3.3,15.0,5.041,16.100727272727276,603.813818181819,4.364213449712358,-,0.0,-
135642:305870,305870,JOHN to Waterfront,11,3318,Windsor & Junot,Waterfront Terminal,07:45:00,07:59:00,-3.258,14.0,5.837,18.3269090909091,546.0858181818178,3.7690594483467534,Waterfront Terminal,5.837,07:59:00
135708:303600,303600,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,08:00:00,08:15:00,-3.3,15.0,5.041,16.10072727272726,603.8138181818193,4.364213449712358,-,0.0,-
135643:305961,305961,JOHN to Waterfront,11,3318,Windsor & Junot,Waterfront Terminal,08:15:00,08:29:00,-3.258,14.0,5.837,18.32690909090907,546.0858181818156,3.7690594483467534,Waterfront Terminal,5.837,08:29:00
135717:303158,303158,JOHN to Windsor St.,11,3283,Waterfront Terminal,Windsor & Junot,08:30:00,08:45:00,-3.3,15.0,5.041,16.10072727272726,603.8138181818193,4.364213449712358,-,0.0,-
