route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,fuel_consumed,co2_emission,fuel_cost,total_time,total_distance,maintenance_cost,operation_cost,trip_type,energy_rate,energy_consumed,initial_soc,soc_before_charge,final_soc,charge_time,energy_charged,energy_cost
7,135668:304152,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,06:00:00,06:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135662:299693,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,06:16:00,06:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135680:304458,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,06:30:00,06:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135663:301601,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,06:46:00,06:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135691:304068,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,07:00:00,07:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135664:300562,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,07:16:00,07:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135700:304079,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,07:30:00,07:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135665:299535,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,07:46:00,07:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,137412:304277,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,08:00:00,08:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,137414:300705,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,08:16:00,08:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,137413:303962,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,08:30:00,08:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,137415:299170,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,08:46:00,08:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,137410:303846,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,09:00:00,09:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,137416:299124,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,09:16:00,09:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,137411:304542,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,09:30:00,09:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,137417:301761,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,09:46:00,09:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135261:304247,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,10:00:00,10:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135260:301246,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,10:16:00,10:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135262:304360,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,10:30:00,10:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135251:300545,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,10:46:00,10:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135252:304493,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,11:00:00,11:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135259:301320,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,11:16:00,11:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135231:304063,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,11:30:00,11:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135240:299966,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,11:46:00,11:58:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135242:304475,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,12:00:00,12:16:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
7,135258:301053,HUDSON to Waterfront,Shuniah & Erie,Waterfront Terminal,12:16:00,12:28:00,1.1199999999999999,2.6297599999999997,1.7919999999999998,12.0,5.412,2.8413,17.0,service,0,0,0,0,0,0,0,0
7,135232:303882,HUDSON to Shuniah St.,Waterfront Terminal,Shuniah & Erie,12:30:00,12:46:00,1.4933333333333332,3.506346666666666,2.389333333333333,16.0,7.655,4.018875,22.666666666666668,service,0,0,0,0,0,0,0,0
